Game Name,Version,Repository,Short Description,Description,Tags,Homepage,Category,Interface,Tracker Info,Screenshots,Score,Notes
biloba,0.9.3-8,main,turn based strategy board game for up to 4 players,"turn based strategy board game for up to 4 players,,
Biloba is an abstract strategy board game for 1 to 4 players. At each turn the player moves pawns on an octagonal shaped board (but squared cells) trying to remove opponent's pawns from it.,,
,,
Biloba includes an AI opponent for single player mode, and supports local or network play for 2 or more (up to 4) players.","implemented-in::c, network::client, network::server, role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://biloba.sourceforge.net/,strategy,graphical,https://tracker.debian.org/pkg/biloba,https://screenshots.debian.net/package/biloba,,nan
biniax2,1.30-4,main,logic game with arcade and tactics modes,"logic game with arcade and tactics modes,,
Biniax-2 is an original and entertaining game. It only takes a minute to learn and gives you hours and hours of game play. There are three game modes (two single-player and one multi-player), a hall of fame, dynamic music and a nice cartoon look.","implemented-in::c, role::program, uitoolkit::sdl, use::gameplaying, x11::application",http://biniax.com/index2.html,puzzle,graphical,https://tracker.debian.org/pkg/biniax2,https://screenshots.debian.net/package/biniax2,2.0,ugly
black-box,1.4.8-4,main,Find the crystals,"Find the crystals,,
There's a black box. You can shoot in and watch, where the shot leaves the box. In the box, crystals are reflecting the shots. You have to guess where the crystals are hidden, by watching your shots.","implemented-in::c, role::program, uitoolkit::sdl, use::gameplaying, x11::application",http://www.linux-games.com/black-box/,puzzle,graphical,https://tracker.debian.org/pkg/black-box,https://screenshots.debian.net/package/black-box,,nan
blastem,0.6.2.1-1,main,Fast and accurate Genesis emulator,"Fast and accurate Genesis emulator,,
BlastEm is a highly precise multi-system emulator that emulates the Sega Genesis/Mega Drive, Master System and Game Gear.,,
,,
Despite this high accuracy, even the most demanding software runs at full speed on modest hardware.",uitoolkit::sdl,https://www.retrodev.com/blastem,,,https://tracker.debian.org/pkg/blastem,https://screenshots.debian.net/package/blastem,,nan
blinken,4:17.08.3-2,main,KDE version of the Simon electronic memory game,"KDE version of the Simon electronic memory game,,
Blinken is based on an electronic game released in 1978, which challenges players to remember sequences of increasing length.  On the face of the device, there are 4 different color buttons, each with its own distinctive sound.  These buttons light up randomly, creating the sequence that the player must then recall.  If the player is successful in remembering the sequence of lights in the correct order, they advance to the next stage, where an identical sequence with one extra step is presented.,,
,,
This package is part of the KDE education module.","field::TODO, implemented-in::c++, role::program, suite::kde, uitoolkit::qt, use::gameplaying, use::learning, x11::application",https://edu.kde.org/applications/all/blinken,toys,graphical,https://tracker.debian.org/pkg/blinken,https://screenshots.debian.net/package/blinken,,nan
blobandconquer,1.11-dfsg+20-1.1,main,3D platform shooting game,"3D platform shooting game,,
Blob Wars episode II: Blob and Conquer is the sequel to Blob Wars: Metal Blob Solid.,,
,,
With the apparent defeat of Galdov and the reclaiming of the Fire, Time, Space and Reality Crystals the Blobs' battle was only just beginning. Bob had rescued many Blobs and fought many battles, but now he had an ever bigger task ahead of him. The Blobs' homeworld is still littered with the alien forces and Bob once again makes it his task to lead the counter attack. But even without Galdov the aliens are still extremely well organised...","hardware::opengl, implemented-in::c++, role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://sourceforge.net/projects/blobandconquer/,platform,graphical,https://tracker.debian.org/pkg/blobandconquer,https://screenshots.debian.net/package/blobandconquer,,nan
blobby,1.0-3+b1,main,Volleyball game with blobs,"Volleyball game with blobs,,
This package contains the client binary for Blobby Volley 2.,,
,,
Blobby Volley is an arcade volleyball game with jumping blobs. It contains a multiplayer mode and several bots.","implemented-in::c++, privacy::no-known-issues, role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://blobbyvolley.de/,sport,graphical,https://tracker.debian.org/pkg/blobby,https://screenshots.debian.net/package/blobby,,nan
bloboats,1.0.2+dfsg-3,main,Boat racing game,"Boat racing game,,
Bloboats is an arcade-like boat racing game in the hybrid spirit of Mario-like platform jumpers and elasto mania / xmoto.,,
,,
The objective of Bloboats is to reach MS Enterprise as fast as possible to save it from the hands of the terrible Tentacle Monsters of an Unknown Master and in the same time beat your friend and laugh at his or her puny time.,,
,,
The journey starts from a place called Tutorial, somewhere in the United States, and somehow the player ends up in the famous HV-Arena of Helsinki. During the trip a number of MS Enterprises are saved, luckily, from the hands of the terrible Tentacle Monsters of an Unknown Master, who actually is your dad. Or then ain't. :-)","implemented-in::c++, role::program, scope::application, uitoolkit::sdl, use::gameplaying, x11::application",http://bloboats.dy.fi/about.php,arcade,graphical,https://tracker.debian.org/pkg/bloboats,https://screenshots.debian.net/package/bloboats,,nan
blobwars,2.00-1+b1,main,platform shooting game,"platform shooting game,,
Blob Wars: Metal Blob Solid is a 2D platform game. It is the first in the Blob Wars series.,,
,,
Since their world was invaded by an alien race, the Blobs have faced a lifetime of war. But now they have a chance to win the war once and for all.,,
,,
In Blob Wars: Metal Blob Solid, you take on the role of a fearless Blob agent, Bob. Bob's mission is to infiltrate the various enemy bases around the Blobs' homeworld and rescue as many MIAs as possible. But standing in his way are many vicious aliens, other Blobs who have been assimilated and the evil alien leader, Galdov.","implemented-in::c++, role::program, uitoolkit::sdl, use::gameplaying, x11::application",http://blobwars.sourceforge.net/,platform,graphical,https://tracker.debian.org/pkg/blobwars,https://screenshots.debian.net/package/blobwars,,nan
blockattack,2.3.0-1+b1,main,puzzle game inspired by Tetris,"puzzle game inspired by Tetris,,
Block Attack is a puzzle/blockfall game inspired by Nintendo's Tetris Attack for the Super Nintendo. The game is pretty action packed for a puzzle game :-),,
,,
Features:,,
* Based on the classic ""Tetris Attack"" for the SNES,,
* 5 single player modes: Endless, Time Trial, Puzzle Mode, Stage Clear and,,
Vs. Mode,,
* 2 two player options: Time Trial and Vs. Mode,,
* Puzzle mode has 20+ puzzles,,
* Players can use a custom key setup,,
* Handicap in multiplayer,,
* Highscores are saved,,
* Joypad support,,
* Music and sound effects,,
* Animations,,
* Select puzzle file from a list in the game,,
,,
System requirements:,,
* Screen resolution: 1024x768 (cannot be changed, but it can run in a window),,
* Keyboard,,
* Mouse (optional),,
* Processor: Decent (tested on 733 MHz),,
* Memory: at least 64 MB","implemented-in::c, implemented-in::java, network::client, network::server, role::program, uitoolkit::sdl, use::editing, use::gameplaying, x11::application",https://blockattack.net/,puzzle,graphical,https://tracker.debian.org/pkg/blockattack,https://screenshots.debian.net/package/blockattack,,nan
blockout2,2.4+dfsg1-9,main,Tetris like game (3D-tetris),"Tetris like game (3D-tetris),,
BlockOut II is a free adaptation of the original BlockOut DOS game edited by California Dreams in 1989. BlockOut II has the same features than the original game with few graphic improvements. The score calculation is also nearly similar to the original game. BlockOut II has been designed by an addicted player for addicted players. BlockOut II is an open source project available for both Windows and Linux.","role::program, uitoolkit::sdl, use::gameplaying, x11::application",http://www.blockout.net/blockout2/,tetris,graphical,https://tracker.debian.org/pkg/blockout2,https://screenshots.debian.net/package/blockout2,5.0,"3d tetris, adaptation of the old game"
blocks-of-the-undead,1.0-7,main,Tetris Attack clone with spooky undertones,"Tetris Attack clone with spooky undertones,,
Blocks of the Undead is a puzzle game. You have to remove all the blocks on the field by swapping these around.","implemented-in::c++, role::program, uitoolkit::sdl, use::gameplaying, x11::application",http://www.gamecreation.org/game/blocks-undead,puzzle,graphical,https://tracker.debian.org/pkg/blocks-of-the-undead,https://screenshots.debian.net/package/blocks-of-the-undead,0.0,ugly af
bombardier,0.8.3+nmu1+b3,main,The GNU Bombing utility,"The GNU Bombing utility,,
This game is the same as the old Blitz16 game on Commodore 16/Plus 4, written by Simon Taylor.,,
,,
The player is driving a plane that moves across the screen. When the plane reaches the right edge of the screen it starts again on the left side, but drops down one line.  Below is a cityscape composed of blocks. The player has to drop bombs from the plane, and each bomb which hits a building removes some blocks. As the plane descends it risks hitting any remaining blocks so priority has to be given to bombing the tallest buildings.  The level is completed when all blocks are removed and the plane has descended safely to the bottom of the screen.,,
,,
Info about the original Blitz 16: http://plus4world.powweb.com/software/Blitz_16","role::program, suite::gnu, uitoolkit::ncurses, use::gameplaying, x11::application",,arcade,"commandline, graphical",https://tracker.debian.org/pkg/bombardier,https://screenshots.debian.net/package/bombardier,,nan
